"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Wi-Fi","additionalInfo/Amenities/1/Paid Wi-Fi","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Wi-Fi","additionalInfo/Amenities/2/Free Wi-Fi","additionalInfo/Amenities/2/Wi-Fi","additionalInfo/Amenities/3/Free Wi-Fi","additionalInfo/Children/0/Good for kids","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Offerings/0/Organic products","additionalInfo/Offerings/0/Small plates","additionalInfo/Offerings/1/Prepared foods","additionalInfo/Offerings/2/Salad bar","additionalInfo/Parking/0/Free street parking","additionalInfo/Payments/0/Cash-only","additionalInfo/Payments/0/Checks","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/0/Google Pay","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Checks","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/1/Google Pay","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Debit cards","additionalInfo/Payments/2/Google Pay","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Payments/3/Credit cards","additionalInfo/Payments/3/Debit cards","additionalInfo/Payments/3/Google Pay","additionalInfo/Payments/3/NFC mobile payments","additionalInfo/Payments/4/Credit cards","additionalInfo/Payments/4/Google Pay","additionalInfo/Payments/4/NFC mobile payments","additionalInfo/Payments/5/Credit cards","additionalInfo/Payments/5/NFC mobile payments","additionalInfo/Payments/6/Credit cards","additionalInfo/Recycling/0/Batteries","additionalInfo/Recycling/0/Plastic bags","additionalInfo/Service options/0/Curbside pickup","additionalInfo/Service options/0/Delivery","additionalInfo/Service options/0/In-store shopping","additionalInfo/Service options/0/No-contact delivery","additionalInfo/Service options/0/Takeout","additionalInfo/Service options/1/Delivery","additionalInfo/Service options/1/Dine-in","additionalInfo/Service options/1/In-store pickup","additionalInfo/Service options/1/In-store shopping","additionalInfo/Service options/1/No-contact delivery","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/1/Same-day delivery","additionalInfo/Service options/2/Delivery","additionalInfo/Service options/2/In-store pickup","additionalInfo/Service options/2/In-store shopping","additionalInfo/Service options/2/Onsite services","additionalInfo/Service options/2/Same-day delivery","additionalInfo/Service options/2/Takeout","additionalInfo/Service options/3/In-store pickup","additionalInfo/Service options/3/In-store shopping","additionalInfo/Service options/3/Onsite services","additionalInfo/Service options/3/Same-day delivery","additionalInfo/Service options/4/In-store shopping","additionalInfo/Service options/4/Onsite services","additionalInfo/Service options/4/Same-day delivery","additionalInfo/Service options/5/Onsite services","additionalInfo/Service options/5/Same-day delivery","additionalInfo/Service options/6/Same-day delivery","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","description","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","locatedIn","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reserveTableUrl","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"no 171, 181, Sardar Vallabhbhai Patel Rd, Null Bazar, Bhuleshwar, Mumbai, Maharashtra 400003, India","Supermarket",,,,,,,,,,"Supermarket","7436047366938042459","Mumbai","false","IN",,"0x3be7ce3d8b1d42f7:0x673225aeaf52205b",,"https://lh5.googleusercontent.com/p/AF1QipOOyoicHo1Sff_FwYgNGcTQG9x8cI8XYc1dwt6X=w408-h906-k-no","4","false",,"18.9579925","72.827596","Null Bazar, Bhuleshwar","Monday","8:30 AM to 9 PM","Tuesday","8:30 AM to 9 PM","Wednesday","8:30 AM to 9 PM","Thursday","8:30 AM to 9 PM","Friday","8:30 AM to 9 PM","Saturday","8:30 AM to 9 PM","Sunday","9 AM to 7:30 PM","false","+91 97572 42300","+919757242300","ChIJ90Idiz3O5zsRWyBSr64lMmc","400003",,"42",,"8","6","0","0","2","0","2024-09-22T16:37:18.075Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","no 171, 181, Sardar Vallabhbhai Patel Rd","हिरालाल शिवलाल सुपर मार्केट","false","Hiralal Shivlal Super Market","4.5","https://www.google.com/maps/search/?api=1&query=Hiralal%20Shivlal%20Super%20Market&query_place_id=ChIJ90Idiz3O5zsRWyBSr64lMmc",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"292/298 M S Ali Road Ground Floor, Hotel orient Regency, Near Shalimar Cinema Grant Road (E), Mumbai-400 007, Maharashtra 400007, India","Grocery store","General store","Drug store","Medical supply store",,,,,,,"Grocery store","16275941674141255456","Mumbai","false","IN",,"0x3be7cf5e85c4176f:0xe1dfc2b8102a8720",,"https://lh5.googleusercontent.com/p/AF1QipNvz5If5SWZuKql_j-ZcD-h16t9LFD8kezA1RqO=w408-h306-k-no","4","false",,"18.9619478","72.8227211","Grant Road East, Bharat Nagar, Grant Road","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+91 74004 61900","+917400461900","ChIJbxfEhV7P5zsRIIcqELjC3-E","400007",,"47",,"42","17","5","19","1","0","2024-09-22T16:37:18.086Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","292/298 M S Ali Road Ground Floor, Hotel orient Regency, Near Shalimar Cinema Grant Road (E), Mumbai-400 007","डेली मेडिकल","false","DAILY MEDICAL","3","https://www.google.com/maps/search/?api=1&query=DAILY%20MEDICAL&query_place_id=ChIJbxfEhV7P5zsRIIcqELjC3-E",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Hind Mill Mhada Compound B Wing, 4B 1306, New Patra Chawl, Dhaku Prabhuchi Wadi, Byculla East, Mazgaon, Mumbai, Maharashtra 400033, India","Supermarket",,,,,,,,,,"Supermarket","17832498295590872480","Mumbai","false","IN",,"0x3be7cff1985d39dd:0xf779c2b81e73e5a0",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6zikuen-dhayGllB7iJgPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.9065447&pitch=0&thumbfov=100","1","false",,"18.9830611","72.8390086","New Patra Chawl, Dhaku Prabhuchi Wadi, Byculla East, Mazgaon",,,,,,,,,,,,,,,"false","+91 96532 52947","+919653252947","ChIJ3TldmPHP5zsRoOVzHrjCefc","400033",,"42",,"0",,,,,,"2024-09-22T16:37:18.141Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","New Hind Mill Mhada Compound B Wing, 4B 1306","विघ्नेश ट्रैडर","false","Vighnesh Traders",,"https://www.google.com/maps/search/?api=1&query=Vighnesh%20Traders&query_place_id=ChIJ3TldmPHP5zsRoOVzHrjCefc",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M Sangi Marg, Near Nehru Planetium, Mariamma Nagar, Worli, Mumbai, Maharashtra 400018, India","Grocery store","General store",,,,,,,,,"Grocery store","16935635711556739707","Mumbai","false","IN",,"0x3be7ce887ffc3d91:0xeb0776f368c2627b",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhHl1I-6iXeoJl-DjgX4wo_DzsG0v1IZ5ntI6z7PSjVI3YwF8IghH5ob9MTsVFF7-Pp5j9kUO1CUsHsKmhTGACKgZrw5lPBfLF2F5wn2LprC6BqZE_w-tJ6NoTlQ6xd-6cOjOp4-ElUKreyXC7lgNqpBXWZWUOknTq86iy_L7ZUEdJHwNTSEYntn-PKvahXE5lFs8z4=w408-h306-k-no","1","false",,"18.9901331","72.8161245","Mariamma Nagar, Worli","Monday","8 AM to 11 PM","Tuesday","8 AM to 11 PM","Wednesday","8 AM to 11 PM","Thursday","8 AM to 11 PM","Friday","8 AM to 11 PM","Saturday","8 AM to 11 PM","Sunday","8 AM to 11 PM","false","+91 93235 36294","+919323536294","ChIJkT38f4jO5zsRe2LCaPN2B-s","400018",,"42",,"0",,,,,,"2024-09-22T16:37:18.117Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","M Sangi Marg, Near Nehru Planetium","श्याम किरण जनरल स्टोर","false","Shyam Kirana General Store",,"https://www.google.com/maps/search/?api=1&query=Shyam%20Kirana%20General%20Store&query_place_id=ChIJkT38f4jO5zsRe2LCaPN2B-s",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,"Shop No 02, Dholkawala Chawl, TT Mazgaon, near Sales Tax Office, Mazgaon, Mumbai, Maharashtra 400010, India","Indian grocery store","Health food store","Herbal medicine store","Outlet mall",,,,,,,"Indian grocery store","14419874709627869562","Mumbai","false","IN",,"0x3be7cf09813a8b0f:0xc81dafa60d02197a",,"https://lh5.googleusercontent.com/p/AF1QipOXtaofw3jGQiyL4eqbfU-d2ZCCxSLWdDlJD3nR=w408-h251-k-no","3","false",,"18.9697514","72.8406698","Mazgaon","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","9 AM to 9 PM","false","+91 80821 11555","+918082111555","ChIJD4s6gQnP5zsRehkCDaavHcg","400010",,"43",,"3","2","1","0","0","0","2024-09-22T16:37:18.075Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","Shop No 02, Dholkawala Chawl, TT Mazgaon, near Sales Tax Office","पतंजलि आरोग्य केंद्र","false","Patanjali Arogya Kendra","4.7","https://www.google.com/maps/search/?api=1&query=Patanjali%20Arogya%20Kendra&query_place_id=ChIJD4s6gQnP5zsRehkCDaavHcg","https://patanjalistores.patanjaliayurved.org/patanjali-arogya-kendra-indian-grocery-store-tt-mazgaon-mumbai-268670/Home?utm_source=locator&utm_medium=googleplaces"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"Prarthana Samaj, Birla Mansion, Dr DD Sathe Rd, Charni Road East, Bhatwadi, Girgaon, Mumbai, Maharashtra 400004, India","Supermarket",,,,,,,,,,"Supermarket","9415436901651971907","Mumbai","true","IN",,"0x3be7ce11757732a1:0x82aa59fa1811ff43",,"https://lh5.googleusercontent.com/p/AF1QipOQmKVxaXGPXXt12Qn3k4AHv_N3u6jnR7PN42uT=w408-h306-k-no","4","false",,"18.9575574","72.8191068","Charni Road East, Bhatwadi, Girgaon","Monday","8 AM to 9:30 PM","Tuesday","8 AM to 9:30 PM","Wednesday","8 AM to 9:30 PM","Thursday","8 AM to 9:30 PM","Friday","8 AM to 9:30 PM","Saturday","8 AM to 9:30 PM","Sunday","8 AM to 9:30 PM","false","+91 98332 16850","+919833216850","ChIJoTJ3dRHO5zsRQ_8RGPpZqoI","400004",,"48",,"4","2","2","0","0","0","2024-09-22T16:37:18.086Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","Prarthana Samaj, Birla Mansion, Dr DD Sathe Rd",,"false","Swagat Super Market","4.5","https://www.google.com/maps/search/?api=1&query=Swagat%20Super%20Market&query_place_id=ChIJoTJ3dRHO5zsRQ_8RGPpZqoI",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shop No .1, Dr, AB Nair Rd, Markandeshwar Nagar, Shiv Sagar Estate, Worli, Mumbai, Maharashtra 400018, India","Grocery store","General store","Tobacco shop",,,,,,,,"Grocery store","15474654755951129206","Mumbai","false","IN",,"0x3be7cfd51dc334ff:0xd6c104832646b276",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m2aXAgI3U6uvA-oSDgGgKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.41177&pitch=0&thumbfov=100","1","false",,"18.9920885","72.8139774","Markandeshwar Nagar, Shiv Sagar Estate, Worli","Monday","9 AM to 11 PM","Tuesday","9 AM to 11 PM","Wednesday","9 AM to 11 PM","Thursday","9 AM to 11 PM","Friday","9 AM to 11 PM","Saturday","9 AM to 11 PM","Sunday","9 AM to 11 PM","false","+91 93237 38461","+919323738461","ChIJ_zTDHdXP5zsRdrJGJoMEwdY","400018",,"45",,"10","7","1","0","1","1","2024-09-22T16:37:18.117Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","Shop No .1, Dr, AB Nair Rd","अशोक पान बीड़ी शॉप","false","Ashok Pan Bidi Shop","4.4","https://www.google.com/maps/search/?api=1&query=Ashok%20Pan%20Bidi%20Shop&query_place_id=ChIJ_zTDHdXP5zsRdrJGJoMEwdY",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"XRQP+8M9, Dattaram Lad Marg, Ghodapdeo, Lal Baug, Chinchpokli, Mumbai, Maharashtra 400033, India","Supermarket",,,,,,,,,,"Supermarket","1301181890200281321","Mumbai","true","IN",,"0x3be7cfc2e50e554b:0x120eba09018f20e9",,"https://lh5.googleusercontent.com/p/AF1QipOWk8Pu9FSCPvVM4Zg8vqMgewdtHMez5Oz7PvUu=w426-h240-k-no","2","false",,"18.9882946","72.8367225","Ghodapdeo, Lal Baug, Chinchpokli",,,,,,,,,,,,,,,"false",,,"ChIJS1UO5cLP5zsR6SCPAQm6DhI","400033",,"45",,"0",,,,,,"2024-09-22T16:37:18.141Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","XRQP+8M9, Dattaram Lad Marg","नवीन चंद्र करमशी & को॰","false","Navin Chandra karamshi & co.",,"https://www.google.com/maps/search/?api=1&query=Navin%20Chandra%20karamshi%20%26%20co.&query_place_id=ChIJS1UO5cLP5zsR6SCPAQm6DhI",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"XR47+WP5, Charni Road East, Opera House, Girgaon, Mumbai, Maharashtra 400007, India","Produce market",,,,,,,,,,"Produce market","11176013293955894735","Mumbai","true","IN",,"0x3be7cff4492cb7e9:0x9b192ce0b748cdcf",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mKuz9vUXrmOaDMgj2284ig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.5319633&pitch=0&thumbfov=100","1","false",,"18.9572547","72.81436","Charni Road East, Opera House, Girgaon","Monday","8 AM to 9 PM","Tuesday","8 AM to 9 PM","Wednesday","8 AM to 9 PM","Thursday","8 AM to 9 PM","Friday","8 AM to 9 PM","Saturday","8 AM to 9 PM","Sunday","8 AM to 9 PM","false",,,"ChIJ6bcsSfTP5zsRz81It-AsGZs","400007",,"50",,"0",,,,,,"2024-09-22T16:37:18.086Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","XR47+WP5","एस-मार्ट","false","S-Mart",,"https://www.google.com/maps/search/?api=1&query=S-Mart&query_place_id=ChIJ6bcsSfTP5zsRz81It-AsGZs",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"RBI Staff Colony, Madanpura, Mumbai, Maharashtra 400008, India","Grocery store",,,,,,,,,,"Grocery store","6710691559974261018","Mumbai","false","IN",,"0x3be7cfa6c5e6ac59:0x5d212a6b457a511a",,"https://lh5.googleusercontent.com/p/AF1QipO_DekCBYPjRJdq6o7b1pIrLyu_zJzsLJD3myd3=w408-h544-k-no","2","false",,"18.9711831","72.8228616","RBI Staff Colony, Madanpura","Monday","Closed","Tuesday","8:30 AM to 8:30 PM","Wednesday","8:30 AM to 8:30 PM","Thursday","8:30 AM to 8:30 PM","Friday","8:30 AM to 8:30 PM","Saturday","8:30 AM to 8:30 PM","Sunday","8:30 AM to 8:30 PM","false",,,"ChIJWazmxabP5zsRGlF6RWsqIV0","400008",,"44",,"3","2","0","0","1","0","2024-09-22T16:37:18.075Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra",,"मराठा स्टोर","false","Maratha Store","4.3","https://www.google.com/maps/search/?api=1&query=Maratha%20Store&query_place_id=ChIJWazmxabP5zsRGlF6RWsqIV0",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25, B Wing, BDD Chawls Worli, Worli, Mumbai, Maharashtra 400018, India","Grocery store",,,,,,,,,,"Grocery store","2096166668131030338","Mumbai","false","IN",,"0x3be7cf8e2e0efaa9:0x1d17147a8bf6d542",,"https://lh5.googleusercontent.com/p/AF1QipNyXcUR-aqYq0RVq-OkmeoVt9cY0jSIKvPGbm8C=w426-h240-k-no","4","false",,"19.004717","72.8193071","B Wing, BDD Chawls Worli, Worli","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","9 AM to 9 PM","false",,,"ChIJqfoOLo7P5zsRQtX2i3oUFx0","400018",,"46",,"2","2","0","0","0","0","2024-09-22T16:37:18.117Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","25","जाई श्री राम स्टोर","false","Jai Shree Ram Store","5","https://www.google.com/maps/search/?api=1&query=Jai%20Shree%20Ram%20Store&query_place_id=ChIJqfoOLo7P5zsRQtX2i3oUFx0",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"391-Lokmanya Tilak Market, opp. Novelty Cinema, Grant Road East, Mumbai, Maharashtra 400007, India","Grocery store",,,,,,,,,,"Grocery store","5706718453532983296","Mumbai","false","IN","This grocery chain sells Indian foods, plus beauty products, spiritual items & more.","0x3be7ce12ff1cbfa3:0x4f325632b0000000",,"https://lh5.googleusercontent.com/p/AF1QipNG9HO7XbFlP0bFuN67wh-KVdaQuM0PsepcxDSD=w408-h544-k-no","4","false",,"18.9617969","72.8188128","Krishna Kunj, Grant Road East, Shapur Baug, Grant Road","Monday","7:30 AM to 9:30 PM","Tuesday","7:30 AM to 9:30 PM","Wednesday","7:30 AM to 9:30 PM","Thursday","7:30 AM to 9:30 PM","Friday","7:30 AM to 9:30 PM","Saturday","7:30 AM to 9:30 PM","Sunday","7:30 AM to 9 PM","false","+91 93211 59126","+919321159126","ChIJo78c_xLO5zsRAAAAsDJWMk8","400007",,"51",,"0",,,,,,"2024-09-22T16:37:18.086Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","391-Lokmanya Tilak Market, opp. Novelty Cinema","पटेल ब्रदर्स सुपरमार्केट","false","PATEL BROTHERS SUPERMARKET",,"https://www.google.com/maps/search/?api=1&query=PATEL%20BROTHERS%20SUPERMARKET&query_place_id=ChIJo78c_xLO5zsRAAAAsDJWMk8","https://www.patelbros.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,"true",,,,,"true",,,,,"true","true",,,,,,,,,"true",,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,"Shop no G-33, A Wing, Al Sa'adah Tower, Bohri Mohalla, Mumbai, Maharashtra 400003, India","Organic food store",,,,,,,,,,"Organic food store","5792171473908683971","Mumbai","false","IN",,"0x3be7cfcf81352d59:0x5061ed446c7a54c3",,"https://lh5.googleusercontent.com/p/AF1QipMEjM9SFMGPa8T8ReB-0K6mz-4zF6_LPIai71Ud=w408-h408-k-no","51","false",,"18.9593891","72.831395","Bohri Mohalla, Kumbharwada","Monday","10 AM to 10:30 PM","Tuesday","10 AM to 10:30 PM","Wednesday","10 AM to 10:30 PM","Thursday","10 AM to 10:30 PM","Friday","10:30 AM to 10:30 PM","Saturday","10:30 AM to 10:30 PM","Sunday","1 to 10:30 PM","false","+91 98207 86713","+919820786713","ChIJWS01gc_P5zsRw1R6bETtYVA","400003",,"45",,"25","24","0","0","1","0","2024-09-22T16:37:18.075Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","Shop no G-33, A Wing, Al Sa'adah Tower","अल हाशमी मदीना डेट्स","false","Al Hashmi Madinah Dates","4.9","https://www.google.com/maps/search/?api=1&query=Al%20Hashmi%20Madinah%20Dates&query_place_id=ChIJWS01gc_P5zsRw1R6bETtYVA",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F/3, S.G.M. (New) Market Byculla, Mumbai, Maharashtra 400027, India","Exporter","Produce market","Vegetable wholesaler",,,,,,,,"Exporter","11206615511951523048","Mumbai","false","IN",,"0x3be7ce43868e603f:0x9b85e56ed440bce8",,"https://lh5.googleusercontent.com/p/AF1QipO0hefPh-PS6bmGQtaLYa2Td2KdWYgPcwXa6RXE=w648-h240-k-no","4","false",,"18.974063","72.833518","Byculla West, Byculla","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","9 AM to 8 PM","Sunday","9 AM to 8 PM","false","+91 88284 01719","+918828401719","ChIJP2COhkPO5zsR6LxA1G7lhZs","400027",,"47",,"10","7","1","0","1","1","2024-09-22T16:37:18.141Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","F/3, S.G.M. (New) Market Byculla","एम इ (फ्रूट वेजिटेबल्स मर्चंट )","false","M I (Fruit Vegetables Merchant )","4.4","https://www.google.com/maps/search/?api=1&query=M%20I%20(Fruit%20Vegetables%20Merchant%20)&query_place_id=ChIJP2COhkPO5zsR6LxA1G7lhZs","http://sites.google.com/site/tazaphalexportsindia/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"Shop No 85, Lokmanya Tilak Market, Grant Road East, Mumbai, Maharashtra 400007, India","Indian grocery store","Spice store",,,,,,,,,"Indian grocery store","5033877961613673907","Mumbai","true","IN",,"0x3be7ce125050347d:0x45dbed55e0a685b3",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZNT5pBVeHpRDQpuFs4UnTA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.1089&pitch=0&thumbfov=100","1","false",,"18.9611046","72.8186166","Krishna Kunj, Grant Road East, Shapur Baug, Grant Road","Monday","8 AM to 8 PM","Tuesday","8 AM to 8 PM","Wednesday","8 AM to 8 PM","Thursday","8 AM to 8 PM","Friday","8 AM to 8 PM","Saturday","8 AM to 8 PM","Sunday","8 AM to 1 PM","false","+91 98205 05088","+919820505088","ChIJfTRQUBLO5zsRs4Wm4FXt20U","400007",,"52",,"12","3","4","1","3","1","2024-09-22T16:37:18.086Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","Shop No 85, Lokmanya Tilak Market","देवजी धनजी","false","Devji Dhanji","3.6","https://www.google.com/maps/search/?api=1&query=Devji%20Dhanji&query_place_id=ChIJfTRQUBLO5zsRs4Wm4FXt20U",
