,additionalInfo/Service options/0/Delivery,address,categories/0,categoryName,cid,city,claimThisBusiness,countryCode,fid,imageUrl,imagesCount,isAdvertisement,location/lat,location/lng,neighborhood,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,permanentlyClosed,phone,phoneUnformatted,placeId,postalCode,rank,reviewsCount,scrapedAt,searchPageUrl,searchString,state,street,subTitle,temporarilyClosed,title,totalScore,url,cleaned_street,cleaned_address
145,True,"Shop No. 1, Bhaveshwar Vihar, 383-A S.V.P. Road, Next to Central Bank of India, Prarthana Samaj, Mumbai, Maharashtra 400004, India",Grocery store,Grocery store,15835372729814208664,Mumbai,False,IN,0x3be7cf16092ed1bf:0xdbc28b992e7bd098,https://lh5.googleusercontent.com/p/AF1QipNA96tmKnwZxkaePZusQhOcXuOjnvCEw8_RAcOm=w426-h240-k-no,4.0,False,18.9579205,72.8213367,"Charni Road East, Khetwadi, Girgaon",Monday,9 AM to 11 PM,Tuesday,9 AM to 11 PM,Wednesday,9 AM to 11 PM,Thursday,9 AM to 11 PM,Friday,9 AM to 11 PM,Saturday,9 AM to 11 PM,Sunday,9 AM to 11 PM,False,+91 77388 33421,917738833421.0,ChIJv9EuCRbP5zsRmNB7LpmLwts,400004.0,45,11,2024-09-22T16:37:18.086Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en",grocery,Maharashtra,"Shop No. 1, Bhaveshwar Vihar, 383-A S.V.P. Road, Next to Central Bank of India, Prarthana Samaj",सिया मेडिकल एंड सुपर मार्ट,False,Sia Medical And Super Maart,4.6,https://www.google.com/maps/search/?api=1&query=Sia%20Medical%20And%20Super%20Maart&query_place_id=ChIJv9EuCRbP5zsRmNB7LpmLwts,"Shop No. 1, Bhaveshwar Vihar, 383-A S.V.P. Road, Next Central Bank India, Prarthana Samaj","Shop No. 1, Bhaveshwar Vihar, 383-A S.V.P. Road, Next Central Bank India, Prarthana Samaj, Mumbai, Maharashtra 400004, India"
146,True,"no 171, 181, Sardar Vallabhbhai Patel Rd, Null Bazar, Bhuleshwar, Mumbai, Maharashtra 400003, India",Supermarket,Supermarket,7436047366938042459,Mumbai,False,IN,0x3be7ce3d8b1d42f7:0x673225aeaf52205b,https://lh5.googleusercontent.com/p/AF1QipOOyoicHo1Sff_FwYgNGcTQG9x8cI8XYc1dwt6X=w408-h906-k-no,4.0,False,18.9579925,72.827596,"Null Bazar, Bhuleshwar",Monday,8:30 AM to 9 PM,Tuesday,8:30 AM to 9 PM,Wednesday,8:30 AM to 9 PM,Thursday,8:30 AM to 9 PM,Friday,8:30 AM to 9 PM,Saturday,8:30 AM to 9 PM,Sunday,9 AM to 7:30 PM,False,+91 97572 42300,919757242300.0,ChIJ90Idiz3O5zsRWyBSr64lMmc,400003.0,42,8,2024-09-22T16:37:18.075Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en",grocery,Maharashtra,"no 171, 181, Sardar Vallabhbhai Patel Rd",हिरालाल शिवलाल सुपर मार्केट,False,Hiralal Shivlal Super Market,4.5,https://www.google.com/maps/search/?api=1&query=Hiralal%20Shivlal%20Super%20Market&query_place_id=ChIJ90Idiz3O5zsRWyBSr64lMmc,"171, 181, Sardar Vallabhbhai Patel Rd","171, 181, Sardar Vallabhbhai Patel Rd, Null Bazar, Bhuleshwar, Mumbai, Maharashtra 400003, India"
147,True,"292/298 M S Ali Road Ground Floor, Hotel orient Regency, Near Shalimar Cinema Grant Road (E), Mumbai-400 007, Maharashtra 400007, India",Grocery store,Grocery store,16275941674141255456,Mumbai,False,IN,0x3be7cf5e85c4176f:0xe1dfc2b8102a8720,https://lh5.googleusercontent.com/p/AF1QipNvz5If5SWZuKql_j-ZcD-h16t9LFD8kezA1RqO=w408-h306-k-no,4.0,False,18.9619478,72.8227211,"Grant Road East, Bharat Nagar, Grant Road",Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,False,+91 74004 61900,917400461900.0,ChIJbxfEhV7P5zsRIIcqELjC3-E,400007.0,47,42,2024-09-22T16:37:18.086Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en",grocery,Maharashtra,"292/298 M S Ali Road Ground Floor, Hotel orient Regency, Near Shalimar Cinema Grant Road (E), Mumbai-400 007",डेली मेडिकल,False,DAILY MEDICAL,3.0,https://www.google.com/maps/search/?api=1&query=DAILY%20MEDICAL&query_place_id=ChIJbxfEhV7P5zsRIIcqELjC3-E,"292/298 Ali Road Ground Floor, Hotel orient Regency, Near Shalimar Cinema Grant Road (E), Mumbai-400 007","292/298 Ali Road Ground Floor, Hotel orient Regency, Near Shalimar Cinema Grant Road (E), Mumbai-400 007, Maharashtra 400007, India"
158,True,"Shop no G-33, A Wing, Al Sa'adah Tower, Bohri Mohalla, Mumbai, Maharashtra 400003, India",Organic food store,Organic food store,5792171473908683971,Mumbai,False,IN,0x3be7cfcf81352d59:0x5061ed446c7a54c3,https://lh5.googleusercontent.com/p/AF1QipMEjM9SFMGPa8T8ReB-0K6mz-4zF6_LPIai71Ud=w408-h408-k-no,51.0,False,18.9593891,72.831395,"Bohri Mohalla, Kumbharwada",Monday,10 AM to 10:30 PM,Tuesday,10 AM to 10:30 PM,Wednesday,10 AM to 10:30 PM,Thursday,10 AM to 10:30 PM,Friday,10:30 AM to 10:30 PM,Saturday,10:30 AM to 10:30 PM,Sunday,1 to 10:30 PM,False,+91 98207 86713,919820786713.0,ChIJWS01gc_P5zsRw1R6bETtYVA,400003.0,45,25,2024-09-22T16:37:18.075Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en",grocery,Maharashtra,"Shop no G-33, A Wing, Al Sa'adah Tower",अल हाशमी मदीना डेट्स,False,Al Hashmi Madinah Dates,4.9,https://www.google.com/maps/search/?api=1&query=Al%20Hashmi%20Madinah%20Dates&query_place_id=ChIJWS01gc_P5zsRw1R6bETtYVA,"Shop G-33, Wing, Al Sa'adah Tower","Shop G-33, Wing, Al Sa'adah Tower, Bohri Mohalla, Mumbai, Maharashtra 400003, India"
160,True,"Shop No 85, Lokmanya Tilak Market, Grant Road East, Mumbai, Maharashtra 400007, India",Indian grocery store,Indian grocery store,5033877961613673907,Mumbai,True,IN,0x3be7ce125050347d:0x45dbed55e0a685b3,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZNT5pBVeHpRDQpuFs4UnTA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.1089&pitch=0&thumbfov=100,1.0,False,18.9611046,72.8186166,"Krishna Kunj, Grant Road East, Shapur Baug, Grant Road",Monday,8 AM to 8 PM,Tuesday,8 AM to 8 PM,Wednesday,8 AM to 8 PM,Thursday,8 AM to 8 PM,Friday,8 AM to 8 PM,Saturday,8 AM to 8 PM,Sunday,8 AM to 1 PM,False,+91 98205 05088,919820505088.0,ChIJfTRQUBLO5zsRs4Wm4FXt20U,400007.0,52,12,2024-09-22T16:37:18.086Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en",grocery,Maharashtra,"Shop No 85, Lokmanya Tilak Market",देवजी धनजी,False,Devji Dhanji,3.6,https://www.google.com/maps/search/?api=1&query=Devji%20Dhanji&query_place_id=ChIJfTRQUBLO5zsRs4Wm4FXt20U,"Shop 85, Lokmanya Tilak Market","Shop 85, Lokmanya Tilak Market, Grant Road East, Mumbai, Maharashtra 400007, India"
161,True,"No 17 & 18, Ground Floor, Poonawala Chawl, Ganapatrao Kadam Marg, Worli Naka, Lower Parel West, Lower Parel, Mumbai, Maharashtra 400023, India",Indian grocery store,Indian grocery store,16543332983687437894,Mumbai,False,IN,0x3be7cfde25848f01:0xe595b9b2c5b15e46,https://lh5.googleusercontent.com/p/AF1QipPDEXV5seYlVeoOybstvYKCRM9sNS0NnmKHBeYT=w408-h251-k-no,3.0,False,18.998407,72.8231861,"Worli Naka, Lower Parel West, Lower Parel",Monday,9 AM to 10 PM,Tuesday,9 AM to 10 PM,Wednesday,9 AM to 10 PM,Thursday,9 AM to 10 PM,Friday,9 AM to 10 PM,Saturday,9 AM to 10 PM,Sunday,9 AM to 10 PM,False,+91 90297 05054,919029705054.0,ChIJAY-EJd7P5zsRRl6xxbK5leU,400023.0,47,1,2024-09-22T16:37:18.117Z,"https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en",grocery,Maharashtra,"No 17 & 18, Ground Floor, Poonawala Chawl, Ganapatrao Kadam Marg",पतंजलि आरोग्य केंद्र,False,Patanjali Arogya Kendra,5.0,https://www.google.com/maps/search/?api=1&query=Patanjali%20Arogya%20Kendra&query_place_id=ChIJAY-EJd7P5zsRRl6xxbK5leU,"17 & 18, Ground Floor, Poonawala Chawl, Ganapatrao Kadam Marg","17 & 18, Ground Floor, Poonawala Chawl, Ganapatrao Kadam Marg, Worli Naka, Lower Parel West, Lower Parel, Mumbai, Maharashtra 400023, India"
164,True,"Shop No.9, Soonawala Apartment - A, 13/15 Arab Lane, Grant Lane (E, M T Ansari Rd, Girgaon, Mumbai, Maharashtra 400008, India",Wholesale grocer,Wholesale grocer,11957817732869959815,Mumbai,False,IN,0x3be7ce14ebeb9943:0xa5f2b3df7094b087,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEkhffFLA8oz9jCagdlm4zrvdT42yMCAc0D6D2_CpT8cGl7LfdbA-ePHQ6Su4QGVYughVr3fgH3cBbBf6fNE3WEIZ9y9TeNiekd00793DZ9y_IbaYTn4pAFwoB7vhrD4N2kyB-fJbmu1kBryYNP1e1fDBNFrqhLtBaOvRZ10uUd07tz5yqNnLB1KDnPxYgk736n55E=w408-h306-k-no,4.0,False,18.9630563,72.8236843,"Navjeevan Society, Girgaon",Monday,9 AM to 9 PM,Tuesday,9 AM to 9 PM,Wednesday,9 AM to 9 PM,Thursday,9 AM to 9 PM,Friday,9 AM to 9 PM,Saturday,9 AM to 9 PM,Sunday,9 AM to 2 PM,False,+91 72083 45631,917208345631.0,ChIJQ5nr6xTO5zsRh7CUcN-z8qU,400008.0,53,4,2024-09-22T16:37:18.086Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en",grocery,Maharashtra,"Shop No.9, Soonawala Apartment - A, 13/15 Arab Lane, Grant Lane (E, M T Ansari Rd",ज़ैनी फूड्स,False,ZAINEE FOODS,5.0,https://www.google.com/maps/search/?api=1&query=ZAINEE%20FOODS&query_place_id=ChIJQ5nr6xTO5zsRh7CUcN-z8qU,"Shop No.9, Soonawala Apartment - A, 13/15 Arab Lane, Grant Lane (E, Ansari Rd","Shop No.9, Soonawala Apartment - A, 13/15 Arab Lane, Grant Lane (E, Ansari Rd, Girgaon, Mumbai, Maharashtra 400008, India"
165,True,"B-6, D S Road, Gandhi Nagar, Upper Worli, Worli, Mumbai, Maharashtra 400013, India",Grocery store,Grocery store,9138350659326753808,Mumbai,True,IN,0x3be7ce8de4180b59:0x7ed1f181f220bc10,https://lh5.googleusercontent.com/p/AF1QipNy-YxUhthLygjQb_j4CaAi5SDWKpNMz-KJaSAo=w408-h272-k-no,77.0,False,18.993873,72.821319,"Gandhi Nagar, Upper Worli, Worli",Monday,Closed,Tuesday,7:30 AM to 9 PM,Wednesday,7:30 AM to 9 PM,Thursday,7:30 AM to 9 PM,Friday,7:30 AM to 9 PM,Saturday,7:30 AM to 9 PM,Sunday,7:30 AM to 9 PM,False,+91 90293 62507,919029362507.0,ChIJWQsY5I3O5zsRELwg8oHx0X4,400013.0,48,9,2024-09-22T16:37:18.118Z,"https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en",grocery,Maharashtra,"B-6, D S Road",श्री राम ग्रेन शॉप,False,Shree Ram Grain Shop,4.3,https://www.google.com/maps/search/?api=1&query=Shree%20Ram%20Grain%20Shop&query_place_id=ChIJWQsY5I3O5zsRELwg8oHx0X4,"B-6, Road","B-6, Road, Gandhi Nagar, Upper Worli, Worli, Mumbai, Maharashtra 400013, India"
166,True,"Noorani building, Shop No 242 , Bara Imam Road, Loban galli, opp. Null bazar, Police Chowky, Mumbai, Maharashtra 400003, India",Indian grocery store,Indian grocery store,6266862769610720153,Mumbai,False,IN,0x3be7ce3d999b815d:0x56f85e7c56c48399,https://lh5.googleusercontent.com/p/AF1QipOoTH_stAXigXKdKYPcv3K6eKLfPJJEFy3mrJKM=w408-h247-k-no,4.0,False,18.9574302,72.8289684,"Ajmer, Police Chowky, Null Bazar, Bhuleshwar",Monday,9 AM to 8 PM,Tuesday,9 AM to 8 PM,Wednesday,9 AM to 8 PM,Thursday,9 AM to 8 PM,Friday,9 AM to 8 PM,Saturday,9 AM to 8 PM,Sunday,9 AM to 5 PM,False,+91 70213 34804,917021334804.0,ChIJXYGbmT3O5zsRmYPEVnxe-FY,400003.0,47,6,2024-09-22T16:37:18.075Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en",grocery,Maharashtra,"Noorani building, Shop No 242 , Bara Imam Road, Loban galli, opp. Null bazar",ए.एल.ए.एस. मसालावाला,False,A.L.A.S. Masalawala,4.5,https://www.google.com/maps/search/?api=1&query=A.L.A.S.%20Masalawala&query_place_id=ChIJXYGbmT3O5zsRmYPEVnxe-FY,"Noorani building, Shop 242 , Bara Imam Road, Loban galli, opp. Null bazar","Noorani building, Shop 242 , Bara Imam Road, Loban galli, opp. Null bazar, Police Chowky, Mumbai, Maharashtra 400003, India"
169,True,"Shop no.6a memni buildng, near Sagar hotel, Nagpada, Mumbai, Maharashtra 400008, India",Natural goods store,Natural goods store,8151890689442216012,Mumbai,True,IN,0x3be7cf848f09f297:0x712155643804784c,https://lh5.googleusercontent.com/p/AF1QipNGL8wyGwMMTlDlxE4-qG8P8D24822qP18il3DX=w408-h725-k-no,1.0,False,18.9662667,72.8288391,Nagpada,Monday,9 AM to 8:30 PM,Tuesday,9 AM to 8:30 PM,Wednesday,9 AM to 8:30 PM,Thursday,9 AM to 8:30 PM,Friday,9 AM to 8:30 PM,Saturday,9 AM to 8:30 PM,Sunday,10 AM to 6:30 PM,False,+91 98923 70336,919892370336.0,ChIJl_IJj4TP5zsRTHgEOGRVIXE,400008.0,50,9,2024-09-22T16:37:18.075Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en",grocery,Maharashtra,"Shop no.6a memni buildng, near Sagar hotel",आरिफ ट्रेडर्स,False,Arif Traders,4.9,https://www.google.com/maps/search/?api=1&query=Arif%20Traders&query_place_id=ChIJl_IJj4TP5zsRTHgEOGRVIXE,"Shop no.6a memni buildng, near Sagar hotel","Shop no.6a memni buildng, near Sagar hotel, Nagpada, Mumbai, Maharashtra 400008, India"
170,True,"7, ALTVIEW BLDG, Altamount Rd, opp. BANK OF INDIA, Gowalia Tank, Tardeo, Mumbai, Maharashtra 400026, India",Gourmet grocery store,Gourmet grocery store,6528526220273029076,Mumbai,False,IN,0x3be7cfcb8cd46567:0x5a99fc01fa328fd4,https://lh5.googleusercontent.com/p/AF1QipM35ZP9KPb7PuX6AmP3GBYB5nqlWa6Oo5GXJz4Y=w408-h544-k-no,4.0,False,18.9672903,72.8099867,"Gowalia Tank, Tardeo",Monday,9 AM to 8 PM,Tuesday,9 AM to 8 PM,Wednesday,9 AM to 8 PM,Thursday,9 AM to 8 PM,Friday,9 AM to 8 PM,Saturday,9 AM to 8 PM,Sunday,9 AM to 12 PM,False,+91 90225 31336,919022531336.0,ChIJZ2XUjMvP5zsR1I8y-gH8mVo,400026.0,55,7,2024-09-22T16:37:18.086Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en",grocery,Maharashtra,"7, ALTVIEW BLDG, Altamount Rd, opp. BANK OF INDIA",रोमन स्टोर्स,False,ROMAN STORES,4.1,https://www.google.com/maps/search/?api=1&query=ROMAN%20STORES&query_place_id=ChIJZ2XUjMvP5zsR1I8y-gH8mVo,"7, ALTVIEW BLDG, Altamount Rd, opp. BANK INDIA","7, ALTVIEW BLDG, Altamount Rd, opp. BANK INDIA, Gowalia Tank, Tardeo, Mumbai, Maharashtra 400026, India"
174,True,"126, Nabullah Rd, Ajmer, Kumbharwada, Mumbai, Maharashtra 400003, India",Grocery store,Grocery store,9656570529207278713,Mumbai,False,IN,0x3be7cf1194fd4fe7:0x860307bbcde7dc79,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BjTnXE3miViPaZErDwSb7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.25115&pitch=0&thumbfov=100,1.0,False,18.9591221,72.8288704,"Ajmer, Kumbharwada",Monday,8 AM to 8 PM,Tuesday,8 AM to 8 PM,Wednesday,8 AM to 8 PM,Thursday,8 AM to 8 PM,Friday,8 AM to 8 PM,Saturday,8 AM to 8 PM,Sunday,8 AM to 4 PM,False,+91 70213 34012,917021334012.0,ChIJ50_9lBHP5zsRedznzbsHA4Y,400003.0,51,1,2024-09-22T16:37:18.075Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en",grocery,Maharashtra,"126, Nabullah Rd",ताज ट्रैडर,False,TAJ TRADERS,5.0,https://www.google.com/maps/search/?api=1&query=TAJ%20TRADERS&query_place_id=ChIJ50_9lBHP5zsRedznzbsHA4Y,"126, Nabullah Rd","126, Nabullah Rd, Ajmer, Kumbharwada, Mumbai, Maharashtra 400003, India"
175,True,"XR57+P64, Gamdevi Rd, Grant Road (W), Gamdevi, Mumbai, Maharashtra 400007, India",Grocery store,Grocery store,4036316539922742491,Mumbai,True,IN,0x3be7ce0c3346b465:0x3803e081fb20fcdb,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kV8p16f-gp-N6fMY7yFiew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.66225&pitch=0&thumbfov=100,1.0,False,18.9592676,72.8130652,"Grant Road (W), Gamdevi",Monday,9 AM to 10 PM,Tuesday,9 AM to 10 PM,Wednesday,9 AM to 10 PM,Thursday,9 AM to 10 PM,Friday,9 AM to 10 PM,Saturday,9 AM to 10 PM,Sunday,9 AM to 10 PM,False,+91 98193 32535,919819332535.0,ChIJZbRGMwzO5zsR2_wg-4HgAzg,400007.0,57,2,2024-09-22T16:37:18.086Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en",grocery,Maharashtra,"XR57+P64, Gamdevi Rd",जोशी स्टोअर्स,False,Joshi Stores,5.0,https://www.google.com/maps/search/?api=1&query=Joshi%20Stores&query_place_id=ChIJZbRGMwzO5zsR2_wg-4HgAzg,"XR57+P64, Gamdevi Rd","XR57+P64, Gamdevi Rd, Grant Road (W), Gamdevi, Mumbai, Maharashtra 400007, India"
177,True,"Municipal Stall No. 14,15, G.K.Marg, opp. PENINSULA BUSINESS PARK TOWER, Lower Parel West, Mumbai, Maharashtra 400013, India",Supermarket,Supermarket,9584614569488830669,Mumbai,False,IN,0x3be7cef2d8341a3d:0x8503642b636a50cd,https://lh5.googleusercontent.com/p/AF1QipMTuWdJ5lEMK1Ewf1jrTs8zyTJrePeQnKJ6Njz8=w408-h306-k-no,4.0,False,19.000258,72.8238143,"Lower Parel West, Lower Parel",Monday,9 AM to 11 PM,Tuesday,9 AM to 11 PM,Wednesday,9 AM to 11 PM,Thursday,9 AM to 11 PM,Friday,9 AM to 11 PM,Saturday,9 AM to 11 PM,Sunday,9 AM to 11 PM,False,+91 91676 79437,919167679437.0,ChIJPRo02PLO5zsRzVBqYytkA4U,400013.0,50,3,2024-09-22T16:37:18.118Z,"https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en",grocery,Maharashtra,"Municipal Stall No. 14,15, G.K.Marg, opp. PENINSULA BUSINESS PARK TOWER",साई सिद्दी कोल्ड ड्रिंक,False,Sai Siddi Cold Drink,5.0,https://www.google.com/maps/search/?api=1&query=Sai%20Siddi%20Cold%20Drink&query_place_id=ChIJPRo02PLO5zsRzVBqYytkA4U,"Municipal Stall No. 14,15, G.K.Marg, opp. PENINSULA BUSINESS PARK TOWER","Municipal Stall No. 14,15, G.K.Marg, opp. PENINSULA BUSINESS PARK TOWER, Lower Parel West, Mumbai, Maharashtra 400013, India"
178,True,"Shop No.7, Awing, Forjett St, opp. Bhatia Hospital Lane, Anand Nagar, Tardeo, Mumbai, Maharashtra 400036, India",Candy store,Candy store,16660500999596170092,Mumbai,False,IN,0x3be7ce730f005c41:0xe735fd6354f85b6c,https://lh5.googleusercontent.com/p/AF1QipNoTm7BkckTJRWiK_JnMLZ-eO1aUfXqp4bhJHMl=w408-h612-k-no,203.0,False,18.9659791,72.8121038,"Anand Nagar, Tardeo",Monday,9 AM to 9 PM,Tuesday,9 AM to 9 PM,Wednesday,9 AM to 9 PM,Thursday,9 AM to 9 PM,Friday,9 AM to 9 PM,Saturday,9 AM to 9 PM,Sunday,9 AM to 2 PM,False,+91 22 2386 5021,912223865021.0,ChIJQVwAD3PO5zsRbFv4VGP9Nec,400036.0,58,51,2024-09-22T16:37:18.086Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en",grocery,Maharashtra,"Shop No.7, Awing, Forjett St, opp. Bhatia Hospital Lane",साखर आणि मसाला,False,Sugar & Spices,4.1,https://www.google.com/maps/search/?api=1&query=Sugar%20%26%20Spices&query_place_id=ChIJQVwAD3PO5zsRbFv4VGP9Nec,"Shop No.7, Awing, Forjett St, opp. Bhatia Hospital Lane","Shop No.7, Awing, Forjett St, opp. Bhatia Hospital Lane, Anand Nagar, Tardeo, Mumbai, Maharashtra 400036, India"
183,True,"47, Dr Anandrao Nair Marg, RTO Colony, Agripada, Mumbai, Maharashtra 400008, India",Grocery store,Grocery store,8875372202309690716,Mumbai,False,IN,0x3be7ce693214596d:0x7b2ba7fe880ba55c,https://lh5.googleusercontent.com/p/AF1QipOq1G8bpe0KK26yrakNs18rclLz_AhjWO7DYkHH=w519-h240-k-no,72.0,False,18.972099,72.822124,"RTO Colony, Agripada",Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,False,+91 77000 48363,917700048363.0,ChIJbVkUMmnO5zsRXKULiP6nK3s,400008.0,53,95,2024-09-22T16:37:18.075Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en",grocery,Maharashtra,"47, Dr Anandrao Nair Marg",जेनरल मेडिकल एलएलपी,False,General Medical LLP,2.6,https://www.google.com/maps/search/?api=1&query=General%20Medical%20LLP&query_place_id=ChIJbVkUMmnO5zsRXKULiP6nK3s,"47, Dr Anandrao Nair Marg","47, Dr Anandrao Nair Marg, RTO Colony, Agripada, Mumbai, Maharashtra 400008, India"
184,True,"Ganjawala Building, 352A, Old, Bellasis Rd, opp. Hindmata Hotel, Tardeo, Mumbai, Maharashtra 400034, India",Grocery store,Grocery store,16310850894331010048,Mumbai,False,IN,0x3be7ce6dfa8bdb7b:0xe25bc87844f65c00,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHFgc2HM-hHUv_Ysxo8ghDrusMOEKAHjUWMBcDXG_UuZJqOPrMI0TXxM08oRQfKD6TvlFJpMNihvOZGMk1HJvZAGZeHeHNNehNwJvu-T7ambrJ6yLDidmJxq5Hxb5bH23aoAkhePJR2ltAluBL793GKYm89Y7jDlJFae3Ok2QYtb7oJ1krVlsjocmlQ4_nP5xLF_00=w408-h306-k-no,2.0,False,18.9693617,72.8167082,"Dadal Estate, Bane Compound, Tardeo",Monday,7:30 AM to 9:30 PM,Tuesday,7:30 AM to 9:30 PM,Wednesday,7:30 AM to 9:30 PM,Thursday,7:30 AM to 9:30 PM,Friday,7:30 AM to 9:30 PM,Saturday,7:30 AM to 9:30 PM,Sunday,7:30 AM to 9:30 PM,False,+91 77388 33479,917738833479.0,ChIJe9uL-m3O5zsRAFz2RHjIW-I,400034.0,59,1,2024-09-22T16:37:18.086Z,"https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en",grocery,Maharashtra,"Ganjawala Building, 352A, Old, Bellasis Rd, opp. Hindmata Hotel",भूलाभाई वेल्जी & कंपनी,False,Bhulabhai Velji & Company,5.0,https://www.google.com/maps/search/?api=1&query=Bhulabhai%20Velji%20%26%20Company&query_place_id=ChIJe9uL-m3O5zsRAFz2RHjIW-I,"Ganjawala Building, 352A, Old, Bellasis Rd, opp. Hindmata Hotel","Ganjawala Building, 352A, Old, Bellasis Rd, opp. Hindmata Hotel, Tardeo, Mumbai, Maharashtra 400034, India"
190,True,"Ship No 9, Br Gawde Market, Chandrakant S Rane Marg, Worli Naka, BDD Chawls Worli, Worli, Mumbai, Maharashtra 400018, India",Grocery store,Grocery store,239537235553149530,Mumbai,True,IN,0x3be7ce8fe6d2fe53:0x35301d8bb9fe25a,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B2Akj2yQy_UabGprmVLJ3A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.11781&pitch=0&thumbfov=100,1.0,False,18.9999537,72.8177121,"Worli Naka, BDD Chawls Worli, Worli",Monday,8 AM to 9:30 PM,Tuesday,8 AM to 9:30 PM,Wednesday,8 AM to 9:30 PM,Thursday,8 AM to 9:30 PM,Friday,8 AM to 9:30 PM,Saturday,8 AM to 9:30 PM,Sunday,8 AM to 9:30 PM,False,+91 99693 81983,919969381983.0,ChIJU_7S5o_O5zsRWuKfu9gBUwM,400018.0,53,1,2024-09-22T16:37:18.118Z,"https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en",grocery,Maharashtra,"Ship No 9, Br Gawde Market, Chandrakant S Rane Marg",घाची ग्रेन & प्रोविजन शॉप,False,Ghachi Grain & Provision Shop,5.0,https://www.google.com/maps/search/?api=1&query=Ghachi%20Grain%20%26%20Provision%20Shop&query_place_id=ChIJU_7S5o_O5zsRWuKfu9gBUwM,"Ship 9, Br Gawde Market, Chandrakant Rane Marg","Ship 9, Br Gawde Market, Chandrakant Rane Marg, Worli Naka, BDD Chawls Worli, Worli, Mumbai, Maharashtra 400018, India"
